Id, Start Time, End Time, Category, Sub Category, Notes, Uses Timer
808,07:20:03 09-09-2018,07:20:03 09-09-2018,Diary,,Pee in the potty,0
809,08:33:26 09-09-2018,08:33:26 09-09-2018,Diary,,Pee in the potty,0
860,10:00:08 09-09-2018,10:45:08 09-09-2018,Activity,Other,Gymnastics,1
811,15:05:45 09-09-2018,15:05:45 09-09-2018,Diary,,Pee in the potty,0
810,16:00:38 09-09-2018,16:00:38 09-09-2018,Diary,,Pooped in the potty,0
812,19:01:37 09-09-2018,19:01:37 09-09-2018,Diary,,Poop in the potty,0
813,07:17:45 09-10-2018,07:17:45 09-10-2018,Diary,,Pee in the potty,0
814,07:45:51 09-11-2018,07:45:51 09-11-2018,Diary,,Pee in the toilet,0
815,07:50:05 09-12-2018,07:50:05 09-12-2018,Diary,,Pee in the potty,0
816,16:55:15 09-12-2018,16:55:15 09-12-2018,Diary,,Pee in the toilet at daycare,0
817,18:30:29 09-12-2018,18:30:29 09-12-2018,Diary,,Pee in the potty,0
818,18:53:50 09-12-2018,18:53:50 09-12-2018,Diary,,Pee and poop in the potty,0
819,19:35:02 09-12-2018,19:35:02 09-12-2018,Diary,,Pee in the potty,0
820,07:35:44 09-13-2018,07:35:44 09-13-2018,Diary,,Pee in the potty,0
821,17:45:19 09-13-2018,17:45:19 09-13-2018,Diary,,Pee on the potty,0
822,18:45:35 09-13-2018,18:45:35 09-13-2018,Diary,,Pee and poop in the potty,0
823,06:45:45 09-14-2018,06:45:45 09-14-2018,Health,Stuffy Nose,Woke up with start of cold symptoms. Stuffy nose and sneezing.,0
824,18:00:59 09-14-2018,18:00:59 09-14-2018,Diary,,Pee in the potty,0
825,18:57:22 09-14-2018,18:57:22 09-14-2018,Diary,,Pee and poop in the potty,0
826,19:37:40 09-14-2018,19:37:40 09-14-2018,Diary,,Small pee before bed in the potty,0
827,21:30:26 09-14-2018,22:30:26 09-14-2018,Health,Cold,,1
829,07:30:29 09-15-2018,07:30:29 09-15-2018,Health,Stuffy Nose,Snotty,0
828,08:15:19 09-15-2018,08:15:19 09-15-2018,Diary,,Pee in the potty,0
830,09:20:29 09-15-2018,09:20:29 09-15-2018,Diary,,Pee in the toilet,0
831,11:56:21 09-15-2018,11:56:21 09-15-2018,Diary,,Pee on the toilet at Virtuous Pie,0
833,16:05:53 09-15-2018,16:05:53 09-15-2018,Diary,,Pee in the potty,0
832,18:32:48 09-15-2018,18:32:48 09-15-2018,Diary,,Pee in the potty,0
834,07:30:35 09-16-2018,07:30:35 09-16-2018,Health,Coughing,Slept well but woke up coughing and congested,0
862,10:00:46 09-16-2018,10:45:46 09-16-2018,Activity,Other,Gymnastics,1
835,07:10:50 09-17-2018,07:10:50 09-17-2018,Health,Coughing,Slept through the night but was coughing every few hours.,0
836,18:50:55 09-17-2018,18:50:55 09-17-2018,Diary,,Pee and poop in the potty,0
837,04:25:17 09-18-2018,04:51:17 09-18-2018,Health,Coughing,Boo woke her up and she was coughing off and on for 30 minutes. Listened with stethoscope and she was wheezing.,1
838,17:55:32 09-18-2018,17:55:32 09-18-2018,Diary,,Pee in the potty,0
839,18:48:54 09-18-2018,18:48:54 09-18-2018,Diary,,Pee in the potty,0
841,07:05:17 09-19-2018,07:05:17 09-19-2018,Health,Wheeze,Slept well overnight. Wheeze when listened with the stethoscope,0
840,07:15:41 09-19-2018,07:15:41 09-19-2018,Diary,,Pee in the potty,0
843,08:23:20 09-19-2018,08:23:20 09-19-2018,Diary,,Pee and poop in the toilet,0
844,17:05:52 09-19-2018,17:05:52 09-19-2018,Diary,,Pee and poop in the potty,0
845,19:28:50 09-19-2018,19:28:50 09-19-2018,Diary,,Pee in the potty,0
846,07:54:03 09-20-2018,07:54:03 09-20-2018,Diary,,Pee and poop in the potty,0
847,17:52:55 09-20-2018,17:52:55 09-20-2018,Diary,,Pee in the toilet,0
848,19:10:05 09-20-2018,19:10:05 09-20-2018,Diary,,Pee and poop in the potty,0
849,17:40:58 09-21-2018,17:40:58 09-21-2018,Diary,,Pee in the potty,0
850,07:55:07 09-22-2018,07:55:07 09-22-2018,Diary,,Pee on the potty,0
851,10:03:07 09-22-2018,10:03:07 09-22-2018,Diary,,Pee in the toilet at the restaurant,0
852,11:17:39 09-22-2018,11:17:39 09-22-2018,Diary,,Pee and poop in the toilet at the restaurant,0
854,12:30:40 09-22-2018,12:30:40 09-22-2018,Diary,,Pee on the potty,0
853,15:15:25 09-22-2018,15:15:25 09-22-2018,Diary,,Pee on the potty,0
855,17:45:50 09-22-2018,17:45:50 09-22-2018,Diary,,Pee in the potty,0
856,18:50:02 09-22-2018,18:50:02 09-22-2018,Diary,,Pee in the potty,0
857,19:29:40 09-22-2018,19:29:40 09-22-2018,Diary,,Pee in he potty,0
858,07:45:36 09-23-2018,07:45:36 09-23-2018,Diary,,Big morning pee after a dry overnight diaper,0
859,09:04:15 09-23-2018,09:04:15 09-23-2018,Diary,,Poop and pee in the potty,0
863,12:48:37 09-23-2018,12:48:37 09-23-2018,Diary,,Poop in the potty,0
864,15:40:44 09-23-2018,15:40:44 09-23-2018,Diary,,Pee in the potty,0
865,17:13:29 09-23-2018,17:13:29 09-23-2018,Diary,,Pee on the potty,0
866,18:11:52 09-23-2018,18:11:52 09-23-2018,Diary,,Pee on the toilet,0
867,07:20:08 09-24-2018,07:20:08 09-24-2018,Diary,,Pee in the potty,0
868,08:05:32 09-24-2018,08:05:32 09-24-2018,Diary,,Pee in the potty,0
869,18:09:52 09-24-2018,18:09:52 09-24-2018,Diary,,Pee in the potty,0
870,07:15:13 09-25-2018,07:15:13 09-25-2018,Diary,,Pee in the potty,0
871,07:05:38 09-27-2018,07:05:38 09-27-2018,Diary,,Woke with wet diaper but still had some pee for the potty,0
874,17:00:32 09-27-2018,17:00:32 09-27-2018,Diary,,Pee in the toilet at daycare,0
875,17:50:44 09-27-2018,17:50:44 09-27-2018,Diary,,Pee in the toilet at Terra Breads,0
872,18:01:18 09-27-2018,18:01:18 09-27-2018,Health,Other,Fell off stroller and cut lip on inside and outside. ,0
873,19:31:21 09-27-2018,19:31:21 09-27-2018,Diary,,Pee in the potty,0
876,08:14:19 09-28-2018,08:14:19 09-28-2018,Diary,,Pee in the potty,0
877,17:30:06 09-28-2018,17:30:06 09-28-2018,Diary,,Pee in the potty,0
878,18:17:03 09-28-2018,18:17:03 09-28-2018,Diary,,Poo in the potty,0
879,08:00:40 09-29-2018,08:00:40 09-29-2018,Diary,,Pee in the potty,0
883,10:15:50 09-29-2018,10:15:50 09-29-2018,Diary,,Pee in the potty,0
882,12:05:32 09-29-2018,12:05:32 09-29-2018,Diary,,Poop in the potty.,0
881,15:00:20 09-29-2018,15:00:20 09-29-2018,Diary,,Pee in the potty,0
880,16:22:19 09-29-2018,16:22:19 09-29-2018,Diary,,Pee in the potty,0
884,17:46:09 09-29-2018,17:46:09 09-29-2018,Diary,,Pee in the potty,0
885,18:04:20 09-29-2018,18:04:20 09-29-2018,Diary,,Poop in the potty,0
886,08:26:29 09-30-2018,08:26:29 09-30-2018,Diary,,Pee in the toilet,0
887,07:05:19 10-09-2018,07:05:19 10-09-2018,Health,Stuffy Nose,Woke up congested. Must have picked up the Aubut cold.,0
888,07:15:05 10-10-2018,07:15:05 10-10-2018,Health,Cold,Cold getting worse. Runny nose and coughing ,0
889,07:05:41 10-12-2018,07:05:41 10-12-2018,Health,Coughing,,0
890,06:55:24 10-13-2018,06:55:24 10-13-2018,Health,Coughing,And wheezy,0
891,07:05:27 10-14-2018,07:05:27 10-14-2018,Health,Coughing,Woke up coughing and wheezy,0
892,06:30:45 10-15-2018,06:30:45 10-15-2018,Health,Coughing,,0
893,01:30:19 10-28-2018,03:15:19 10-28-2018,Health,Stuffy Nose,Woke up and wanted her blanket  a diaper change  water  stories. Dad had to sleep beside her until she fell asleep.,1
894,00:50:28 10-30-2018,02:30:28 10-30-2018,Health,Coughing,,1
895,05:50:44 10-30-2018,07:05:11 10-30-2018,Health,Coughing,,1
896,19:30:04 10-30-2018,02:48:17 10-31-2018,Diary,,At hospital. Asthma protocol. Happy wheezer. Got a room right away. Moved to CDU at 9pm.,1
897,03:05:36 11-04-2018,03:24:36 11-04-2018,Mood,Sad,,1
898,17:52:35 11-08-2018,17:52:35 11-08-2018,Diary,,First day at daycare without a diaper. No accidents!,0
899,17:01:35 11-09-2018,17:01:35 11-09-2018,Diary,,2nd day of no diaper at daycare and only one accident.,0
900,18:03:54 11-13-2018,18:03:54 11-13-2018,Health,Diarrhea,Lots of softish poop poop 💩,0
902,04:15:29 11-17-2018,04:40:29 11-17-2018,Mood,Crying,Boo woke her up. Mommy put her back to sleep after changing her diaper.,1
901,22:45:31 11-17-2018,23:05:31 11-17-2018,Health,Other,Complaining about stomach pains. Fell back asleep holding daddy's hand while in child's pose.,1
903,18:30:58 11-23-2018,19:30:00 11-23-2018,Mood,Grumpy,Tantrums and easily triggered,1
904,18:07:48 11-28-2018,18:07:48 11-28-2018,Health,Stuffy Nose,Start of a cold,0
905,14:31:35 12-02-2018,14:31:35 12-02-2018,Health,Coughing,,0
906,06:00:34 12-13-2018,06:15:34 12-13-2018,Health,Coughing,Fell back asleep on her own.,1
907,20:10:11 12-14-2018,20:45:11 12-14-2018,Health,Coughing,Sleeping but coughing periodically,1
908,21:31:19 12-14-2018,21:31:19 12-14-2018,Health,Coughing,More coughing,0
909,07:30:25 12-16-2018,07:30:25 12-16-2018,Health,Coughing,Slept well through the night but woke with a phlegmy chest cough,0
910,18:45:30 01-05-2019,18:45:30 01-05-2019,Health,Other,Knocked upper right canine tooth out. Fell with hard water bottle in her mouth.,0
913,19:00:53 01-06-2019,19:00:53 01-06-2019,Health,Wheeze,Wheezy all day.,0
911,21:30:48 01-06-2019,21:45:48 01-06-2019,Diary,,At hospital. She was having trouble sleeping and daddy panicked. Left after 15 minutes. It was going to be a several hours wait as she wasn't wheezing at all.,1
912,07:30:41 01-07-2019,07:30:41 01-07-2019,Health,Wheeze,Rough night. She didn't sleep well before or after our brief hospital visit. Mom or dad spent most of the night sleeping beside her on the floor. A deep chest cough this morning.,0
914,19:51:51 01-07-2019,19:51:51 01-07-2019,Health,Coughing,Asthma coughs,0
915,21:15:54 01-07-2019,23:35:08 01-07-2019,Health,Other,At BC Children's Hospital. PRAM between 3 and 4.,1
916,07:33:03 01-08-2019,07:33:03 01-08-2019,Health,Coughing,,0
917,20:05:28 01-08-2019,20:35:28 01-08-2019,Mood,Fussy,Took a while to fall asleep. Sudden mood changes between energetic  tired  happy  sad. Either overtired from yesterday or drugs kicking in.,1
918,15:06:08 01-09-2019,15:06:08 01-09-2019,Health,Fever,Mild fever,0
919,01:50:15 01-11-2019,01:50:15 01-11-2019,Health,Coughing,,0
920,07:16:34 01-13-2019,07:16:34 01-13-2019,Health,Coughing,Nasty chest cough this morning. Productive.,0
921,04:20:09 01-20-2019,05:00:09 01-20-2019,Health,Stuffy Nose,Runny nose  coughing. Another cold on the way. ugh,1
922,11:22:23 01-20-2019,11:22:23 01-20-2019,Health,Fever,Mild fever,0
923,01:30:42 01-23-2019,03:30:42 01-23-2019,Health,Fever,Fever and dry asthma cough,1
924,18:59:04 01-23-2019,18:59:04 01-23-2019,Health,Fever,High fever 39.9,0
925,00:34:28 01-25-2019,00:34:28 01-25-2019,Health,Fever,,0
926,09:15:44 01-25-2019,09:15:44 01-25-2019,Health,Other,Visited walk-in clinic doctor about persistent fever. Nothing to worry about. Fighting some virus. Doing well.,0
927,19:29:35 01-29-2019,19:29:35 01-29-2019,Health,Other,Flushed cheeks,0
928,02:20:12 01-30-2019,04:30:12 01-30-2019,Mood,Mischievous,Wouldn't sleep. Emily eventually slept with her in her room.,1
929,21:00:22 02-03-2019,22:30:22 02-03-2019,Diary,,Sleep training night 1: Late bedtime due to grandma visit and late nap. After stories  put her down and left room. Held door shut. Tried to get out and asked for help with blanket but just sang to her. After 30 minutes  it looked like a success but she woke up again a few more times.,1
930,20:00:07 02-04-2019,20:45:46 02-04-2019,Diary,,Night 2 of sleep training. Fell asleep after about 45 minutes. Came out once to pee. Had to help at 30 min with blanket. ,1
931,20:49:36 02-05-2019,20:49:36 02-05-2019,Diary,,Sleep training night 3: stood guard at her door for 45 minutes but she never tried to escape.,0
932,05:20:58 02-06-2019,08:05:58 02-06-2019,Health,Vomit,Throwing up. Mostly liquid. Woke up with wet bed and complaining about a sore stomach. Throwing up every 15 minutes.,1
933,15:10:19 02-06-2019,15:10:19 02-06-2019,Health,Diarrhea,Lost all the food she ate between 9 and 11. She was eating good - oatmeal  apple  crackers. But nothing stuck.,0
934,19:45:38 02-06-2019,20:15:56 02-06-2019,Diary,,Sleep training night 4: the sick edition. I had to go in twice to resettle her. But she was still asleep within half an hour.,1
935,18:21:29 02-08-2019,18:21:29 02-08-2019,Health,Diarrhea,,0
936,12:00:03 02-09-2019,12:00:03 02-09-2019,Health,Diarrhea,,0
937,13:03:10 02-18-2019,13:03:10 02-18-2019,Diary,,The *why* questions have begun.,0
938,18:30:33 02-18-2019,18:30:33 02-18-2019,Health,Vomit,Complaining about head hurting and then tummy hurting and then projectile vomitting all over mommy. Felt better after a shower and bath. Vomit was full of lasagna and blueberry sorbet.,0
939,19:37:11 02-18-2019,19:37:11 02-18-2019,Health,Vomit,More,0
940,14:30:41 02-19-2019,19:00:41 02-19-2019,Health,Fever,Fever all day. But good appetite and solid poop.,1
941,06:30:55 02-28-2019,06:30:55 02-28-2019,Health,Coughing,Deep chest cough and runny nose. Start of cold. No asthma yet ,0
942,11:30:41 03-02-2019,11:55:41 03-02-2019,Activity,Other,Haircut,1
943,19:00:20 03-02-2019,09:00:20 03-03-2019,Diary,,Sleepover at Grandma's,1
944,19:00:20 03-03-2019,19:00:20 03-03-2019,Health,Cold,Still has a cold. Runny nose but not much coughing or any asthma symptoms.,0
945,22:24:34 03-04-2019,22:24:34 03-04-2019,Health,Coughing,,0
946,19:12:18 03-05-2019,19:12:18 03-05-2019,Health,Other,Rosy cheeks,0
947,19:10:04 03-12-2019,19:10:04 03-12-2019,Health,Other,Rosy cheeks,0
948,07:00:16 03-25-2019,07:00:16 03-25-2019,Diary,,Slept in underwear last night,0
949,18:00:13 04-02-2019,18:00:13 04-02-2019,Health,Stuffy Nose,Cold starting,0
950,03:45:59 04-03-2019,05:15:59 04-04-2019,Diary,,Pedled the bed and had trouble falling back asleep because of a runny nose and too much energy. My fault. I didn't prompt her to go potty before bed.,1
951,09:08:55 04-06-2019,09:08:55 04-06-2019,Health,Stuffy Nose,Still a bit congested but fighting the cold off well.,0
952,00:45:07 04-08-2019,13:15:07 04-08-2019,Mood,Other,Nightmare. .,1
954,18:00:38 04-14-2019,18:00:38 04-14-2019,Activity,Watching TV,Mary Poppins,0
953,23:20:43 04-15-2019,23:40:43 04-15-2019,Mood,Crying,I think she fell out of her bed.,1
960,12:50:38 04-19-2019,11:30:38 04-22-2019,Diary,,In Kamloops,1
955,15:00:24 04-20-2019,15:00:24 04-20-2019,Health,Coughing,Raspy cough,0
956,19:25:15 04-20-2019,19:25:15 04-20-2019,Health,Fever,Feels hot. No thermometer,0
957,21:08:39 04-20-2019,21:08:39 04-20-2019,Health,Coughing,Baba thinks it is hay allergies,0
958,22:48:24 04-20-2019,23:50:24 04-20-2019,Diary,,At Kamloops Royal Inland Hospital emergency. SpO2 96%. Temperature 36.8C. doing a lot better along the drive.  Not problems by the time we saw a doctor. No wheezing.,1
959,06:35:48 04-23-2019,07:00:48 04-23-2019,Health,Coughing,Phlegmy chest cough,1
961,00:00:56 04-24-2019,00:11:56 04-24-2019,Health,Other,Crying. Complaining chest was hurting.,1
962,06:47:22 04-24-2019,06:47:22 04-24-2019,Health,Coughing,Deep chest cough,0
965,20:00:08 04-25-2019,21:00:08 04-25-2019,Mood,Fussy,Second night in a row where it took an hour to fall asleep with lots of crying.,1
964,23:55:25 04-25-2019,00:00:25 04-26-2019,Mood,Crying,,1
963,06:47:17 04-26-2019,06:47:17 04-26-2019,Health,Coughing,,0
966,06:35:42 04-28-2019,06:35:42 04-28-2019,Health,Coughing,,0
968,02:30:35 04-29-2019,02:30:35 04-29-2019,Mood,Fussy,,0
967,05:45:31 04-29-2019,05:45:31 04-29-2019,Mood,Crying,,0
969,21:28:56 05-02-2019,21:28:56 05-02-2019,Health,Coughing,Can't shake this cold,0
970,21:24:30 05-05-2019,21:24:30 05-05-2019,Health,Coughing,,0
973,10:40:59 05-09-2019,15:30:59 05-09-2019,Diary,,Flight to Toronto,1
972,00:00:57 05-10-2019,00:00:57 05-10-2019,Health,Coughing,,0
971,05:25:55 05-10-2019,05:25:55 05-10-2019,Health,Diarrhea,,0
974,07:00:52 05-10-2019,07:00:52 05-10-2019,Health,Vomit,In the car on the way to the wasiks,0
975,05:00:03 05-19-2019,09:15:03 05-19-2019,Diary,,Flight from Toronto to Vancouver,1
976,05:00:41 05-20-2019,05:00:41 05-20-2019,Diary,,Awake early. Still on Toronto time.,0
977,02:20:59 05-27-2019,03:30:59 05-27-2019,Mood,Fussy,,1
978,07:45:21 05-28-2019,07:45:21 05-28-2019,Health,Coughing,Slight cough,0
979,08:06:58 06-02-2019,08:06:58 06-02-2019,Health,Other,Hit back of head on the corner of the wall. Cut it open. 2 cm gash. Cried a bit but was in good mood after. Some bleeding but not bad.. 811 recommended going to hospital for stitches or glue.,0
980,08:20:08 06-02-2019,10:40:30 06-02-2019,Health,Other,At hospital. BC childrens hospital. Dr said she has a bit of a heart murmur. Adding freezing to stop bleeding. Then glue and a hair tie.,1
981,19:38:11 06-02-2019,19:38:11 06-02-2019,Health,Fever,39 C. No other symptoms. Wound looks good.,0
982,20:21:58 06-02-2019,20:21:58 06-02-2019,Health,Other,Headache. Temperature of fever is dropping.,0
983,04:30:16 06-03-2019,04:30:16 06-03-2019,Health,Fever,39 C. Woke when fever came back. Lots of energy but complaining that her head was hurting and her left side.,0
989,06:00:15 06-03-2019,06:30:15 06-07-2019,Health,Other,Fastest hospital visit ever. At BC Children's hospital emergency to ensure Astrid's fever isn't related to her head injury. Doctor says no. It's healing well and it's probably just a virus. Come back if fever lasts more than 3 days.,1
990,09:00:46 06-03-2019,09:00:46 06-03-2019,Health,Other,Staying home from daycare. Devin at Creekside says a few kids have picked up a virus that results in a 24 hour fever with low energy and no appetite but no other symptoms. Sounds like what Astrid has.,0
984,12:50:31 06-03-2019,12:50:31 06-03-2019,Health,Fever,Fevers back. 39.8 C. Going to let her try to burn it off this time. After playing in the park she has low energy and no appetite.,0
985,19:16:41 06-03-2019,19:16:41 06-03-2019,Health,Fever,39.8 headache. Tired but having a hard time sleeping. Hope the ibuprofen will help.,0
986,19:26:13 06-03-2019,19:26:13 06-03-2019,Mood,Sleepy,Asleep early,0
987,22:30:19 06-03-2019,22:45:19 06-03-2019,Mood,Fussy,,1
988,00:30:50 06-04-2019,03:15:50 06-04-2019,Mood,Fussy,,1
991,18:50:32 06-16-2019,18:50:32 06-16-2019,Health,Other,Hurt her right foot at the playground. Limping a little.,0
992,08:30:03 06-17-2019,08:30:03 06-17-2019,Health,Other,More limping and discomfort. Looks like it's her knee not her ankle.,0
993,18:18:20 06-17-2019,18:18:20 06-17-2019,Health,Other,Still limping but not slowing her down.,0
994,08:20:25 06-19-2019,08:20:25 06-19-2019,Health,Stuffy Nose,Start of a cold.,0
995,18:46:32 06-26-2019,18:46:32 06-26-2019,Health,Other,Was playing on the railing on the rooftop and fell on her head. Scratched her nose and has a bump on her head ,0
996,17:00:23 07-06-2019,17:00:23 07-06-2019,Health,Other,Fell off the play structure at Glen Park. Landed on her right arm. Lots of being but she didn't nap today. Won't use her right arm. Fell asleep on way home. Sleepy from 5:30-6:30.,0
997,19:30:06 07-06-2019,21:30:06 07-06-2019,Health,Other,At Mount Saint Joseph hospital emergency. Right elbow is a bit swollen. Can't lift it.  Did x-rays  no visible breaks or fractures. Think it's a dislocation bit can't set. Might have to go to BCCH.,1
998,07:56:00 07-07-2019,07:56:00 07-07-2019,Health,Other,Was ready to go to BC Children's hospital emergency this morning  but she's got more range of motion in her right arm. Waiting to see how it does through the day.,0
999,09:16:54 07-07-2019,12:00:58 07-07-2019,Health,Other,At BC childrens hospital. Arm mobility got steadily better while waiting. Caoimhe the volunteer had Astrid drawing and raising her hands above her head for th first time. Did more x-rays to check for fractures. Doctor thought it was a buckle fracture in wrist. Needs to where splint for 3-4 weeks.,1
1000,00:59:30 07-09-2019,00:59:30 07-09-2019,Mood,Crying,Distraught. Didn't want mommy or daddy. Cast obviously starting to bother her.,0
1001,20:10:31 07-09-2019,21:45:31 07-09-2019,Mood,Fussy,Tough time falling asleep with cast tonight,1
1002,00:30:40 07-10-2019,01:00:40 07-10-2019,Mood,Grumpy,Cast bothering her,1
1003,13:30:25 07-12-2019,11:00:25 07-15-2019,Activity,Other,Camping at Porpoise Bay near Sechelt,1
1004,02:00:11 07-13-2019,02:30:11 07-13-2019,Mood,Fussy,,1
1005,05:00:14 07-13-2019,05:00:14 07-13-2019,Mood,Fussy,Climbed into Emily's sleeping bag.,0
1006,08:00:58 07-14-2019,08:00:58 07-14-2019,Mood,Happy,Slept better last night. More layers and not as cold. Woke at 5:30 bit fell back asleep after switching sleeping bags with Emily.,0
1007,08:08:36 07-15-2019,08:08:36 07-15-2019,Mood,Grumpy,Roughly night. Awake around 2 am  4 am and 5 am. Looking forward to our own beds tonight.,0
1008,01:00:07 07-16-2019,02:00:07 07-18-2019,Mood,Fussy,,1
1009,01:00:32 07-17-2019,01:30:32 07-17-2019,Mood,Fussy,,1
1010,05:00:52 07-18-2019,06:00:52 07-18-2019,Mood,Fussy,,1
1012,13:00:11 07-27-2019,13:00:11 07-27-2019,Diary,,In Kamloops,0
1011,09:00:56 08-01-2019,09:00:56 08-01-2019,Diary,,First day in the 3-5 room at daycare.,0
